PC1,PC2
1019.4366597768951,-209.9498561176444
-4071.0936080538822,-644.4199667115488
68.63600056152339,425.58316802527924
-428.47245173451563,-137.08499265168635
250.57786830694954,-50.244651282799715
555.952110005703,355.0830847761002
-338.3813461149002,-130.85252954683702
-602.9457280280917,-180.78304015944397
16.046803603090307,83.51372596937254
-266.96558896582707,184.6966032082073
989.3866477166046,35.6346422610875
196.10629466621276,218.00684807387358
-645.0073453420068,374.72973580957824
474.60867234337627,-5.65747253690621
-18.517321279655476,-61.757227202971606
-1033.8031076528132,64.11632270949502
2087.208292753462,-296.5879307835266
-328.6791784412327,-29.22904397969178
-111.84143216618234,37.55634531631874
2679.902920795791,-299.15038567318027
-1711.1581323510648,67.08774811769072
-686.7247936865599,-123.14813337520611
-994.1875181881654,139.7359646398836
-675.5004363075199,-111.18909129088846
410.32165372358287,66.97901633915451
575.919228830375,193.42892656239707
-1269.674950887587,126.34872572526724
129.78476642415936,59.89294130108667
-432.01049822392355,270.68706512110344
127.30553910123109,190.81629606531024
1288.817335772706,-178.24952889650527
-40.97147413473763,-133.44172896424183
-436.99117514475734,540.7673631066549
651.874762006714,-19.82599257840098
2621.8801318429432,-284.8523490433802
-2634.7033827634764,-295.98826762355736
481.83156046974324,-138.39582350844725
-521.4580006081416,-136.57186545559009
-283.3521653571032,125.73408626826611
-83.52449566930503,626.9274655720781
-817.0384743106385,216.83320359445088
2086.135321816519,-356.7543723486366
-1303.3372651674126,-157.1718755988141
508.4508428112225,-296.3374461183565
-2639.362803673498,-547.096893604832
-613.4861849006371,341.15538556914385
1023.1204489036377,-157.3210599186877
-451.6301514758646,-63.10626905923988
48.561735267716884,540.8672317241098
-221.55744402711895,344.78093867506726
-315.6378694876638,-22.20416010558409
68.0559137568374,258.8486849093583
332.50365259943317,-94.03055936258379
588.2220055723923,-108.78808210746071
149.2141719765159,-96.10778309603445
3176.270755057575,-247.96882333015296
-310.51788372835335,152.6146541962042
-815.4210955030235,-134.7456914945902
-2622.4840475720634,-282.8827045332775
-642.4133188103999,605.3121081095006
-3446.520010452663,-612.3541631727164
1862.9307954971537,-299.3506964966997
2082.562759979163,-331.21290924964745
-3141.230991191335,-478.18727465229307
-198.5566023014053,108.9713891605634
1726.760260705582,-262.10290685637653
1872.9276954475256,-312.4000851633368
16.868612827185416,132.45151851206063
-3682.4160673636825,-678.8864882543983
-223.77497299368383,135.6474535649372
194.10339613722056,168.9582223729559
993.003037866748,-113.15683334228265
-219.7926179929723,-16.973135428325612
848.6410547148791,27.466205601442663
1391.6949954559543,-230.99247837922664
-142.9999485595931,106.68864366274846
2668.5817447785003,-243.4632628222082
227.069913147879,-115.30899459371567
373.1875085338023,90.65800860508982
869.1805672604987,-250.90356989266843
1573.0420666416328,-103.29686860144653
-1333.1271202311852,-227.36161927097058
-187.19222521848423,213.79866156843852
-3385.814449841721,-538.4894578225478
15.884836785284708,42.285825131128334
-317.48111913613366,-238.1942564763657
51.91777980321893,41.28699179903656
-1046.594631456469,-122.01761174922851
846.734737777725,118.93668341051685
89.83312029460157,115.84618988126925
-693.8350423104025,108.32586971304896
1213.015800608277,-294.5242509451717
-207.95970808591514,486.0516283897453
1040.656303529938,-216.045754731884
-948.3675528869004,101.58136803129575
-573.2924388301873,-188.36901625590593
877.6147121188942,180.30674024369623
758.636767472549,-197.60543163994402
839.8847775928907,-115.90233823481198
-1513.7181077773516,43.78973514316444
809.8576527418852,143.05398011730654
-304.05491253576406,282.3465680268839
2170.9133280362907,-346.7661609334409
422.9390390443803,-29.930225645153484
1316.593695413514,88.99068776701048
-524.0135601280724,92.45519331618229
-359.5049787484408,118.11292534360352
-4586.072854108652,-702.5240486003609
384.0403211630546,368.5012547220853
469.46560789357784,444.50039520119645
-265.69267363964724,-22.1271619411356
1446.9635684943103,-248.6640071016735
2512.2200946582543,-288.5188243091211
782.6439691810787,-188.98373612811127
241.96601031148052,363.1050386784139
-1017.2741011214038,125.58892451236585
-177.31062357545264,18.803328519107957
2460.204945390077,-325.23136795598396
93.09856547879677,268.98399117652605
-754.1421954895271,183.20462791295515
-637.7457407734427,-127.59147452928917
-17.00907864318311,-40.527791384108205
-17.53481680351566,-48.50268933209126
-58.72914439471936,417.6235377929423
1063.75460723249,-271.59210748185046
-588.6223996523433,215.87377979244474
1052.8888584428996,-147.73623069911892
-269.2992274946923,453.1042079536934
-779.8536981738191,378.58491220799857
272.54569572278666,388.52075525757476
-323.41459686903625,-71.35223249388079
-923.8608526689293,216.16850083858338
-23.24004975378458,-155.341378716553
-512.4199453341946,307.8337930810584
-501.63483698812485,306.89270377571717
1125.0754515592182,-181.41694127977155
2388.818126183426,-348.29597432158255
793.1216307533281,-243.6345082779188
-885.4161420835834,106.35759204703469
2251.009606961687,-154.49238999568263
2494.894204452373,-362.45370608366335
-1187.0330456844843,6.300957551434193
-854.1097433206088,139.8767256308969
-2993.791320530016,-404.99097645718575
224.57084799396395,131.8457809433215
1921.7211422439477,-148.5710419994008
-56.85291407368068,-186.0876508223878
453.94046833207244,156.11424244000327
-317.2664246773527,362.8824414065376
-624.4737181261108,10.784765211469018
268.0021057337155,-7.9171920015376465
1510.4564540881358,-128.40975991139487
-3464.0483288078913,-608.8208086011709
982.9335788159575,-178.44552354278406
-356.87616465896093,-224.186898624804
-138.51272738190318,54.54378131541919
568.5528667499447,97.88324212852372
39.77612881223974,201.78410325146822
11.727533954457062,472.5936466123025
-3619.0150256483485,-565.2876928132141
1663.1288310778289,-158.40530337483304
497.3318845977986,-61.619755130141556
1745.5077407806318,-249.8111654225532
916.4336036211905,38.91972488565338
1620.7570417293384,-339.55669697965425
-110.9470048513629,27.882657807914857
-531.3294189701949,62.502033527784484
-203.7074504281425,86.53083029351261
508.81177105502496,161.54384764978013
-120.67467333830211,9.801782967493478
1097.9935651968246,67.12534441597968
-779.7431135327217,407.72894693977094
136.7097879361234,181.25755948748431
-217.32920572723285,-132.29452677163937
2005.9822769736754,-329.73786230610705
1809.621789322545,-108.46960806503675
-408.69845760503875,-63.18374947900188
318.4475507785625,163.16352702822437
-1375.940710442934,230.42751342134255
495.2308455397867,451.2610656931638
-1336.262128632397,57.425607907474955
-462.03150892727257,179.84834644436165
-264.9673642876348,448.42151684579034
1566.1514058829446,-394.7354808676138
-264.7700115964611,37.76748592595141
-922.0850861104817,262.02769597540737
2235.5313057610483,-216.96966707795283
1708.275995583337,-142.38752748512854
-17.789148902253753,-77.68296764303683
1073.482694272819,-169.918497328673
422.0769898813809,135.05242996184248
2485.031041641909,-281.71359744825065
-174.24050964404398,202.55390941330805
-471.29938943955426,798.0727556733575
1014.0536840445715,491.9264130517874
-114.54898156249463,-30.590016246425588
56.2219512780066,231.82482962179017
-409.83058785030215,-184.49971717910648
2204.2616372620864,-212.82828693301207
-1081.2966177312194,140.63291899809656
-1341.751064726433,51.67494655462229
-541.4477862778426,-145.4693009399255
-503.8892787418315,-4.574677875237342
535.8298849106242,-202.9363612373928
3138.3386117471537,-216.38280079823892
-935.7626048594891,-97.82708402448728
-387.0948051393771,-21.276909060206247
76.12649222791464,-122.6076870612079
-24.99336387240721,220.6957496866324
-117.90578711182866,314.2706103620661
-828.7622274957968,-123.83569669420267
-449.18668686107327,329.40354579433165
-743.1662988175393,-34.42735887626518
-210.90076055218748,129.096809200745
-706.7127648866147,-185.64379090596552
-276.70448210870643,203.30397280732066
-970.4715296659251,17.74291445739452
1916.7788703650306,-374.9335558292006
-347.7487083963705,255.45904965275565
-464.1994200812908,-219.0982449789845
-211.50977594954244,533.3298308961855
-824.4093815498309,161.36421582207083
-609.807102216174,-180.2534851555487
-275.1602648019031,-243.36842576376353
128.18092040577162,559.1256609994646
1969.4174918833723,-53.609765020593755
-2757.46602359818,-333.78806297403145
-567.4042219160985,-5.989081468290612
1909.5716895696607,-203.05574607983482
-1127.1417775014975,-192.86471984798894
-591.0436471314898,-138.1499485151509
-669.7482168149561,274.95982172781055
-73.4624040023499,159.5425242478887
139.5438628091543,405.6963300942001
2071.649861273095,-347.1294361620758
-64.15764679679488,-49.880475139377964
2080.3692059775744,-372.4557687154286
-3360.0552402918224,-521.1020230455052
-725.4226385404049,378.9572264203847
-3322.8926527063045,-522.0272732331555
49.60821589094281,488.4427749597412
-2626.999869279176,-285.7693545473532
554.9612876758788,595.8800083232425
179.5788403252526,-137.77384581081037
95.72842135779594,341.0297353101931
-1260.9421622429431,-79.63964378505722
-392.0262675166448,266.2529688087144
-564.607626773708,28.89476746980077
2261.793363102141,-368.99482783678843
-589.4402194506847,441.99614824194356
99.49034914516048,142.63913372791404
1567.8886671548937,-215.14997895103005
130.8813209595806,401.9358516992204
555.0842531640321,297.1907327736956
243.11895930318266,190.95039939136421
-1342.0238960379793,78.8854932900581
-379.6207951342802,392.2587081877339
1848.269953340368,-241.78973952269612
-3141.963591780458,-584.2467890831128
535.0710167387682,-78.641542031487
-371.18446081411963,385.6725378953725
1324.6095542107116,-199.71499816081933
752.5561450445572,149.50290209888598
1815.9691848523205,-149.7400438655872
69.45798783494982,472.2640161047434
1082.1841147781695,42.27471276817427
-104.71785136037464,470.82591003461835
