UMAP1,UMAP2
-0.8441985,5.755935
0.095215745,-0.3351684
-1.4948965,3.0992699
-1.2987853,11.567261
15.153766,-0.57136387
-0.35058945,7.5514784
-1.3550893,3.2205348
-0.889117,10.122003
-0.8701415,8.029302
-1.211546,11.723436
-1.4033873,4.5996084
-0.68829185,9.746022
-1.5227252,3.9820964
-1.304632,11.68119
1.3495916,5.234456
-1.2088215,1.8168651
-1.0982641,12.688393
-0.09698966,0.4416759
-0.55835134,1.7637172
1.1704867,4.8772936
0.9370302,2.0923712
0.44804832,5.0164404
-0.9050095,7.864109
-1.3442605,4.001805
1.170016,5.3862996
-1.0694388,5.749473
-1.1043683,2.2718692
-1.260008,12.6871395
-0.5225841,8.543056
1.6077442,-3.0204282
-1.2009666,11.518112
-0.9634326,3.215303
0.37011978,4.566923
-1.5690618,4.4018965
1.0704861,5.3979673
-1.5953484,4.144769
0.3925413,-0.45016453
2.0164444,-3.9407525
-0.7987619,8.312961
-0.41785687,1.6802441
1.4697552,-2.8580117
1.3362505,4.723224
-0.9886561,10.749982
1.2702522,5.1176505
-1.2688546,11.760089
-0.8192822,9.346577
1.449294,4.891781
-1.088526,1.3048934
-1.4966905,4.726213
0.42288205,-0.9218173
1.996988,-3.9234004
-1.4319078,3.5184522
-0.94406354,1.575297
-0.018436732,2.0643919
-0.9775266,6.7889442
1.2607598,3.334092
0.9993284,2.2672942
1.2657312,4.8027434
0.7433182,4.193575
-1.0066704,5.6509767
-1.0320932,10.620262
-1.1413373,5.308003
1.4947997,4.710052
1.0685388,4.904217
-0.6648933,0.86244816
0.2709468,-0.7197145
-1.1294392,3.8173068
-0.67507374,8.824099
-1.1736581,11.322378
-1.0505863,7.4851775
-0.83620834,8.838063
0.9270503,2.0283947
-0.8067256,8.518124
-1.3029523,1.6338799
-1.2897826,8.340855
-1.2353635,2.9423256
-0.29027736,0.57542616
0.6698796,4.7984533
-1.5556875,2.1193962
-1.1484107,3.912612
-0.5510745,2.0771587
1.5277247,5.170713
0.3335741,0.673054
-1.0284325,2.6027915
-1.2607925,13.052888
1.5219103,4.9562244
-0.5557873,6.2647967
0.13289773,6.3540616
-0.9288812,11.605766
-0.6511928,8.371195
0.3739245,-1.1935289
1.6985897,-3.1647458
-1.059375,8.019084
0.6330567,2.6926782
0.28340337,-0.5190548
-1.3022219,11.698064
-0.9966383,8.885259
1.9764551,-3.9852803
-0.757933,8.837418
-1.375266,1.4805977
-0.7717971,9.410717
1.1050414,2.6933012
15.2546425,-0.36354163
-1.0648549,11.049247
-1.4007112,15.428302
-0.45380545,8.909369
-0.6890554,9.822693
0.07607927,3.5008354
0.7228484,6.056841
1.3192858,4.706218
-0.41870198,8.377772
-0.9602831,6.3176446
0.35400462,4.8352556
1.098449,4.770549
-0.35604146,7.6586914
-0.826994,0.7280948
-1.1459138,10.992757
-0.5967824,8.156957
-0.9435286,5.6977396
-0.886357,8.919794
-1.0085458,5.703906
-1.0632341,2.0282655
-0.5699845,9.113485
-1.3789757,15.382701
15.340101,0.8469477
1.2487212,4.9457326
-1.1925933,12.953108
1.1942192,4.974187
-0.9954408,7.4576516
1.1513207,4.710547
-0.7110887,1.5431117
1.1350275,4.953165
15.190901,-0.50618243
0.3588017,-0.6213414
-0.74473387,6.0374346
-0.9484761,7.4321713
1.3065215,4.8834815
-1.0928007,11.928598
1.3369803,4.9358253
-1.486911,12.302871
-1.4748169,4.3115015
1.1301343,5.2850046
0.22278759,6.0277667
1.0308298,2.1912644
0.3503631,5.1779747
-1.1253337,7.8654013
0.18208852,0.7324307
1.1055311,3.2213337
-1.3165978,13.043814
1.0685581,2.2175274
0.9307456,2.0973127
-1.3646201,1.5217285
1.3552374,4.6725764
0.3244311,-0.33249342
1.1349928,5.8197646
-0.8401113,10.125879
0.5943099,1.8522363
-1.8947412,1.1333125
0.37812328,-0.3097469
0.54135114,1.9545535
0.87357265,1.7434257
-0.1991481,4.160696
-1.1355776,5.975159
-1.3710386,1.4340976
-1.3519241,4.6974006
0.30315882,0.4904135
1.3648851,-4.223391
0.9713969,2.1239462
-1.0722561,6.4440546
0.33325318,-0.46547303
-1.3148736,13.290356
-0.6536563,4.817271
-1.2678322,13.014638
-0.76329255,8.426485
-5.3403907,-5.1793623
0.913842,4.814876
-1.8103904,1.6563418
1.0401673,1.9814417
-0.51357484,8.271683
0.21640737,-0.4337144
-0.890184,5.848394
1.159581,5.801548
-0.19961105,1.6873085
1.4098829,4.539999
-1.3858001,13.087798
0.3776673,0.01722639
15.618465,1.4214282
0.35956392,-0.10741427
-1.090951,0.94125956
0.29914498,-0.5685326
-0.9772472,9.005939
0.46170256,1.3625159
-1.5538276,4.045532
0.5137344,0.5650946
-1.1864367,1.4422857
0.067457445,2.197131
0.41773215,6.244461
1.6927477,-3.1181023
-1.4371881,1.7844825
15.171771,-0.5014228
-1.1967447,13.360612
-1.5574372,3.607094
-1.0908259,3.9123938
-0.87682456,8.580208
-1.1288323,3.9699016
-0.99931806,5.663365
-0.5574194,4.3832955
0.2952873,-0.3217446
0.22980598,6.739375
-1.2429085,11.82943
0.09602595,4.3145027
0.8684946,5.030979
-0.9584481,3.996564
-1.0738559,10.8253765
1.4427499,4.4943
-0.85084516,8.988314
-1.2942555,11.760772
-1.480654,11.577538
0.34462985,-1.1806865
-1.0379688,10.693749
-1.286917,11.616722
-1.0304443,5.9216447
-0.9332326,3.769436
-1.0484794,1.4997149
-1.1979388,11.555171
-1.3205948,2.675597
0.17338656,2.128339
-1.0620906,0.895963
-0.06802665,6.9010787
-1.0324746,7.6367593
0.872064,2.2473953
0.4562042,0.14913984
0.9488657,2.1861954
-1.0033392,8.859241
15.265977,-0.13898917
-0.8802209,9.294718
-0.56197363,6.5190144
-1.0772526,4.9731207
-0.9965442,10.84385
-1.2880977,8.346491
-1.2375671,13.325237
0.7226019,4.91574
-1.0919385,10.714823
-0.98290473,6.3190694
0.43206888,0.112252146
-0.237045,8.222555
-1.4552794,1.7084529
-0.7188378,8.754963
15.219569,-0.45105374
-1.2601054,3.9070454
0.8205619,6.0596123
-1.4572694,0.7799665
0.4047703,5.560165
-1.0916924,6.0104785
-0.106659435,6.7532954
-1.165875,2.654997
0.20681643,-0.66351664
-1.4025395,3.145751
1.5098344,-4.2679543
1.809402,-3.293923
0.9427436,2.0473223
-1.1566741,11.391885
-1.135825,13.016344
-0.55736095,0.43616444
15.318008,0.71569073
0.11458678,0.07464212
1.1332031,2.535572
-1.1402408,3.2201576
0.9069269,2.1420221
-1.0743123,5.9515457
-1.1078398,1.8439242
-1.138854,11.525858
0.48972288,5.9729548
-1.1023803,6.9601274
-1.8443098,1.5035189
-1.4184108,3.308542
0.8710317,1.875558
-1.0401199,3.4717908
-1.355497,12.962598
0.4380987,-0.16713513
1.0992199,2.8700724
15.375018,0.79040766
-1.5727245,3.0457993
0.31448978,-0.1588801
1.0767406,5.0784874
0.93746644,2.207735
-1.9359056,2.2325203
-1.1210105,5.9366364
0.3853282,-1.0908961
-0.11244652,0.32756695
-1.0240275,4.351156
0.88767606,5.2355795
-1.298479,2.576945
-1.3703191,4.952305
0.43786559,0.66911334
-0.064688236,-0.30925837
0.354607,-0.7990611
1.349818,4.5645633
1.2439342,2.9237492
0.090146266,-0.19108912
0.42937568,-0.78768635
-0.59751683,2.6182141
-1.1484978,5.2396107
0.34293443,1.0719004
-0.39722937,8.746182
1.079688,4.9854827
0.31709442,0.17343588
-1.395456,15.47114
0.34768152,-0.47417605
-0.55534095,11.12681
-1.2871121,12.990453
-1.0093638,7.035943
1.0042977,5.2576165
-1.232811,13.214255
-0.808229,0.5100934
-0.88658637,6.213653
-0.9337197,9.558128
-1.4593071,3.1137917
-0.87134594,8.905661
0.61948514,0.68671775
0.3703591,0.41685787
-1.1175267,4.321364
0.37394065,0.40698105
-1.1167682,3.2158446
1.3063006,4.6999235
-1.3408698,12.47719
0.3928495,-0.24850118
0.6622632,0.94963485
0.38738862,-0.30058324
-0.9500491,9.580413
-0.36081663,0.08925911
0.50165915,0.41131684
-0.95100385,9.856869
1.1161963,2.6078088
0.30989662,5.874643
15.077695,-0.6790745
-0.96742517,4.551135
-1.5187565,3.0159647
-1.2565641,12.111214
-1.2839307,13.219648
15.308242,0.9817308
0.31175354,-0.63674
0.5048926,4.288819
-1.1211462,8.37288
1.6973519,-3.1720054
0.84087,5.0413246
0.79273397,1.4312568
1.2880298,4.7080975
15.373547,0.86025697
0.3158251,-0.48960832
0.2297148,4.164375
0.31308746,0.1505354
-0.4322264,8.045472
0.32954875,-0.8097886
1.0668234,2.1235201
-1.3392764,15.344313
-0.9739306,1.91654
-1.4704754,12.922921
-1.0539824,9.690559
-0.5549481,9.684809
-0.39368117,0.9757842
-1.3651114,12.962135
1.0778983,6.0310965
15.544762,1.2878895
-0.7720536,1.7177969
-1.3298045,11.292866
-0.07062178,2.3643036
-1.3959205,15.441976
-1.484275,4.8291993
